Country,No_Point_Helping,Air_Pollution_Industry,Global_Warming_Effect,Gender,Age,Marital_Status,Class,Political_Views,Location
J-Japan,2,2,2,Female,62,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,4,1,1,Female,62,"Single,never married",Lower middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,3,3,Female,37,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,,3,1,Female,30,"Marr,liv as mar",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,3,3,Female,31,"Marr,liv as mar",Lower class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,4,3,2,Female,53,"Marr,liv as mar",Middle class,Far left etc,"Suburb,city,town,county seat"
J-Japan,3,3,3,Female,48,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,21,"Single,never married",Upper middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,74,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,2,2,Female,60,"Marr,liv as mar",Lower middle class,"Left,center left","Suburb,city,town,county seat"
J-Japan,1,3,2,Female,17,"Single,never married",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,2,1,Female,36,"Marr,liv as mar",Middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,4,1,2,Female,34,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,2,2,Female,82,Widowed,Middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,2,2,1,Female,,"Single,never married",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,3,Female,56,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,69,Widowed,Lower class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,70,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,,1,Female,69,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,25,"Marr,liv as mar",Lower class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,2,3,3,Female,49,"Marr,liv as mar",Upper middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,3,3,3,Female,73,Widowed,Lower class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,4,3,Female,59,"Marr,liv as mar",Middle class,"Other,no specific","Suburb,city,town,county seat"
J-Japan,2,2,2,Female,64,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,2,3,2,Female,17,"Single,never married",,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,3,3,Female,26,"Single,never married",,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,3,Female,62,Divorced,Lower middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,1,3,3,Female,43,"Marr,liv as mar",Lower middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,1,2,2,Female,40,"Single,never married",Middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,1,2,1,Female,75,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,2,2,1,Female,20,"Single,never married",Upper class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,39,"Marr,liv as mar",Middle class,Far left etc,"Suburb,city,town,county seat"
J-Japan,2,2,2,Female,77,"Marr,liv as mar",Lower middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,3,2,1,Female,45,"Marr,liv as mar",Upper middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,4,2,2,Female,23,"Single,never married",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,1,3,Female,37,"Marr,liv as mar",Upper middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,2,Female,71,"Marr,liv as mar",Upper middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,69,Widowed,Lower class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,65,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,3,1,2,Female,33,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,2,1,Female,49,"Marr,liv as mar",Middle class,"Left,center left","Suburb,city,town,county seat"
J-Japan,4,3,2,Female,49,"Marr,liv as mar",Middle class,"Left,center left","Suburb,city,town,county seat"
J-Japan,1,2,2,Female,69,Divorced,Lower class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,3,3,2,Female,27,"Single,never married",,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,2,1,Female,33,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,3,3,4,Female,19,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,1,1,Female,52,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,51,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,5,1,1,Female,44,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,71,"Marr,liv as mar",Upper middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,5,2,1,Female,68,"Marr,liv as mar",Middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,1,2,2,Female,62,"Marr,liv as mar",Upper middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,65,"Marr,liv as mar",Middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,70,"Marr,liv as mar",Lower middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,4,1,3,Female,53,"Marr,liv as mar",Upper middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,,Female,69,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,2,3,2,Female,34,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,,1,2,Female,66,Widowed,Lower class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,1,1,Female,31,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,4,1,2,Female,52,"Marr,liv as mar",Upper middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,5,1,1,Female,62,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,49,"Marr,liv as mar",Lower middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,1,4,3,Female,56,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,,,,Female,78,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,3,3,2,Female,47,"Marr,liv as mar",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,4,2,2,Female,42,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,3,2,2,Female,58,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,47,"Marr,liv as mar",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,1,,Female,68,"Marr,liv as mar",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,3,Female,31,"Marr,liv as mar",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,1,1,Female,69,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,1,Female,82,"Marr,liv as mar",Lower middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,4,2,3,Female,24,"Single,never married",Lower middle class,"Center,liberal","Suburb,city,town,county seat"
J-Japan,2,1,1,Female,73,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,5,3,3,Female,32,"Marr,liv as mar",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,1,,Female,48,Widowed,Upper middle class,"Right,conservative","Suburb,city,town,county seat"
J-Japan,1,1,2,Female,35,"Marr,liv as mar",Lower middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,1,2,1,Female,,"Single,never married",Upper middle class,,"Suburb,city,town,county seat"
J-Japan,2,2,3,Female,19,"Single,never married",Middle class,"No party,no preference","Suburb,city,town,county seat"
J-Japan,3,3,3,Female,54,,Middle class,"No party,no preference","Suburb,city,town,county seat"
USA-United States,4,2,3,Female,52,Divorced,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,1,2,Female,82,Widowed,Upper class,"Left,center left","Urban,RP:total urb"
USA-United States,2,1,3,Female,83,Widowed,Upper class,"Left,center left","Urban,RP:total urb"
USA-United States,3,,,Female,88,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,4,1,2,Female,72,Divorced,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,4,3,,Female,82,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,3,Female,51,Divorced,Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,5,1,1,Female,23,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,3,3,Female,78,Divorced,,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,1,Female,33,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
USA-United States,,2,,Female,83,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,3,3,2,Female,29,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,3,3,2,Female,46,Divorced,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,1,1,,Female,55,Widowed,Working class,"Right,conservative","Urban,RP:total urb"
USA-United States,4,2,2,Female,43,"Separated,but married",Lower class,"Left,center left","Urban,RP:total urb"
USA-United States,,2,,Female,25,"Single,never married",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,3,Female,37,Divorced,Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,3,Female,60,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,2,,Female,87,Widowed,Upper class,"Left,center left","Urban,RP:total urb"
USA-United States,3,3,,Female,40,"Single,never married",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,3,2,2,Female,28,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,3,2,2,Female,38,"Separated,but married",Lower class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,,Female,60,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,2,2,Female,48,"Separated,but married",Working class,"Left,center left","Urban,RP:total urb"
USA-United States,3,1,1,Female,61,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,1,2,2,Female,31,"Single,never married",Upper class,"Right,conservative","Urban,RP:total urb"
USA-United States,3,1,1,Female,54,Divorced,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,4,4,,Female,68,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,2,2,4,Female,79,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,1,2,Female,84,Widowed,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,4,2,2,Female,47,Divorced,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,5,2,3,Female,70,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,1,,,Female,66,Divorced,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,4,3,,Female,35,"Single,never married",Lower class,"Left,center left","Urban,RP:total urb"
USA-United States,2,3,,Female,59,Widowed,Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,,,Female,31,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,,,Female,32,"Separated,but married",Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,,,Female,62,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,,1,3,Female,32,"Single,never married",Upper class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,2,3,Female,41,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
USA-United States,5,1,2,Female,19,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,1,1,Female,19,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,2,3,Female,69,Divorced,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,1,Female,88,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,,,4,Female,20,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,4,Female,71,Widowed,Working class,"Right,conservative","Urban,RP:total urb"
USA-United States,4,1,2,Female,54,Divorced,Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,,,Female,73,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,5,1,3,Female,48,Divorced,Working class,,"Urban,RP:total urb"
USA-United States,,3,4,Female,71,Widowed,Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,3,Female,68,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,2,Female,47,Widowed,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,4,3,,Female,72,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,2,2,Female,,"Single,never married",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,,Female,72,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,3,Female,72,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,4,2,2,Female,46,"Separated,but married",Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,4,2,2,Female,83,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,3,3,Female,72,Divorced,Lower class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,,Female,85,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,2,Female,45,Divorced,Lower class,"Right,conservative","Urban,RP:total urb"
USA-United States,2,3,1,Female,77,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,2,2,Female,80,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,2,2,1,Female,50,Divorced,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,4,2,,Female,22,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,2,Female,26,"Single,never married",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,2,Female,76,Widowed,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,3,2,2,Female,61,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,3,Female,50,Divorced,Lower class,"Left,center left","Urban,RP:total urb"
USA-United States,4,1,3,Female,28,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,1,3,3,Female,78,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,4,1,3,Female,39,Divorced,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,,Female,,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,,Female,52,Divorced,Working class,"Left,center left","Urban,RP:total urb"
USA-United States,2,2,2,Female,74,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,3,,Female,39,Divorced,Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,2,Female,30,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
USA-United States,3,2,1,Female,25,"Single,never married",Upper class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,,Female,80,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,1,3,Female,61,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,1,3,Female,71,Widowed,Lower class,"Left,center left","Urban,RP:total urb"
USA-United States,2,1,2,Female,77,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,4,3,4,Female,34,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,1,3,Female,73,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,2,1,3,Female,61,Divorced,Lower class,"Center,liberal","Urban,RP:total urb"
USA-United States,1,3,4,Female,34,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,2,3,2,Female,29,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
USA-United States,4,1,1,Female,25,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,3,3,,Female,66,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
USA-United States,4,3,,Female,19,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,5,1,1,Female,56,Divorced,Middle class,"Center,liberal","Urban,RP:total urb"
USA-United States,1,4,3,Female,25,"Single,never married",Lower class,"Center,liberal","Urban,RP:total urb"
USA-United States,4,2,3,Female,56,Divorced,Working class,"Right,conservative","Urban,RP:total urb"
